order_id,material_name,material_code,quantity,unit_price,total_price,order_date,employee_id,status,region,is_free_text,Prediction,Probability
ORD-0973,pans,483919353-3,18,620,11160,9/10/2025,EMP-035,Cancelled,South,False,pans,0.99
ORD-0331,rolling pin,618866491-8,11,680,7480,6/26/2025,EMP-023,Cancelled,South,False,rolling pin,0.75
ORD-0127,towel,128737223-6,13,590,7670,9/1/2025,EMP-026,Cancelled,North,False,towel,0.71
ORD-0717,peeler,178457739-1,19,790,15010,5/6/2025,EMP-031,Closed,South,False,peeler,0.99
ORD-0956,mirror,595523540-X,6,530,3180,1/11/2025,EMP-036,Open,East,False,mirror,0.96
ORD-0649,shower,225448060-X,5,520,2600,9/10/2025,EMP-035,Cancelled,South,False,shower,0.86
ORD-0244,bed,924658502-X,5,530,2650,9/1/2025,EMP-026,Cancelled,North,False,bed,0.99
ORD-0923,rug,462338743-7,4,680,2720,4/5/2025,EMP-030,Open,North,False,rug,1.0
ORD-0508,lamp,663027687-6,14,600,8400,3/4/2025,EMP-029,Cancelled,West,False,lamp,0.99
ORD-0736,pots,117314282-7,19,570,10830,6/7/2025,EMP-032,Cancelled,East,False,pots,0.97
ORD-0303,towel,128737223-6,13,590,7670,5/25/2025,EMP-022,Closed,North,False,towel,0.71
ORD-0752,pnas,,13,480,6240,4/5/2025,EMP-030,Open,North,True,N,0.11
ORD-0592,jura e8 coffee machiuen,,18,640,11520,6/7/2025,EMP-032,Cancelled,East,True,N,0.11
ORD-0886,bathrobe,538526465-2,1,800,800,3/13/2025,EMP-038,Cancelled,North,False,N,0.11
ORD-0784,fire extinguisher,532330577-0,13,990,12870,9/10/2025,EMP-035,Cancelled,South,False,fire extinguisher,0.87
ORD-0195,spoon,522462286-7,7,650,4550,5/6/2025,EMP-031,Closed,South,False,N,0.51
ORD-0592,spoon,522462286-7,10,650,6500,6/7/2025,EMP-032,Cancelled,East,False,N,0.51
ORD-0902,fire extinguisher,532330577-0,7,990,6930,1/2/2025,EMP-027,Open,South,False,fire extinguisher,0.87
ORD-0802,fabric softener,591246349-4,10,940,9400,9/1/2025,EMP-026,Cancelled,North,False,fabric softener,0.67
ORD-0473,cutting board,288099785-2,13,990,12870,4/5/2025,EMP-030,Open,North,False,cutting board,0.98
ORD-0167,pillows,234111883-6,1,700,700,4/5/2025,EMP-030,Open,North,False,pillows,1.0
ORD-0229,mitts,404975558-0,9,810,7290,3/4/2025,EMP-029,Cancelled,West,False,mitts,0.84
ORD-0166,thermostat,708686037-9,20,580,11600,3/4/2025,EMP-029,Cancelled,West,False,thermostat,0.88
ORD-0277,mirror,595523540-X,11,530,5830,6/7/2025,EMP-032,Cancelled,East,False,mirror,0.96
ORD-0828,desk,873005134-7,15,910,13650,8/9/2025,EMP-034,Closed,North,False,desk,0.77
ORD-0272,prestoa cool-touch electric griddle,,16,820,13120,1/2/2025,EMP-027,Open,South,True,N,0.31
ORD-0690,calendar,165706419-0,19,940,17860,5/6/2025,EMP-031,Closed,South,False,N,0.4
ORD-0003,toothbrush holder,187586370-2,15,970,14550,2/22/2025,EMP-019,Closed,South,False,toothbrush holder,0.81
ORD-0084,slippers,389703846-3,3,620,1860,2/3/2025,EMP-028,Closed,East,False,slippers,0.99
ORD-0538,peleer,,19,180,3420,6/7/2025,EMP-032,Cancelled,East,True,N,0.11
ORD-0397,curtains,025355772-0,20,760,15200,9/10/2025,EMP-035,Cancelled,South,False,N,0.58
ORD-0543,notebook,248047095-4,4,930,3720,2/3/2025,EMP-028,Closed,East,False,N,0.59
ORD-0978,cups,172931352-3,1,840,840,5/15/2025,EMP-040,Closed,East,False,cups,0.97
ORD-0501,sponges,510683927-0,7,530,3710,5/25/2025,EMP-022,Closed,North,False,N,0.11
ORD-0410,television,544603778-2,6,770,4620,4/24/2025,EMP-021,Open,West,False,N,0.24
ORD-0464,garbage bags,808418777-5,16,630,10080,4/5/2025,EMP-030,Open,North,False,garbage bags,0.98
ORD-0448,bzd,,2,780,1560,6/7/2025,EMP-032,Cancelled,East,True,N,0.11
ORD-0288,towel,128737223-6,20,590,11800,8/9/2025,EMP-034,Closed,North,False,towel,0.71
ORD-0376,whisk,,14,170,2380,6/7/2025,EMP-032,Cancelled,East,True,whisk,0.97
ORD-0700,cleaner,725090208-3,15,900,13500,6/26/2025,EMP-023,Cancelled,South,False,cleaner,0.93
ORD-0156,notebook,248047095-4,1,930,930,2/3/2025,EMP-028,Closed,East,False,N,0.59
ORD-0472,kettle,709740462-0,13,820,10660,3/4/2025,EMP-029,Cancelled,West,False,kettle,0.97
ORD-0227,vacuum cleaner,099608866-0,20,660,13200,1/2/2025,EMP-027,Open,South,False,cleaner,0.64
ORD-0748,lamp,663027687-6,2,600,1200,9/10/2025,EMP-035,Cancelled,South,False,lamp,0.99
ORD-0835,computer,916593960-3,18,1000,18000,6/7/2025,EMP-032,Cancelled,East,False,computer,0.84
ORD-0003,toaster,,18,310,5580,2/22/2025,EMP-019,Closed,South,True,toaster,0.97
ORD-0816,compuaer,,6,960,5760,5/6/2025,EMP-031,Closed,South,True,N,0.11
ORD-0762,garlic press,900394976-X,18,870,15660,5/6/2025,EMP-031,Closed,South,False,N,0.25
ORD-0104,dish soap dispenser,184484650-4,3,880,2640,4/24/2025,EMP-021,Open,West,False,soap holder,0.72
ORD-0335,chair,022690822-4,8,840,6720,1/2/2025,EMP-027,Open,South,False,chair,1.0
ORD-0430,peler,,16,220,3520,6/26/2025,EMP-023,Cancelled,South,True,N,0.11
ORD-0986,sink,653223938-0,7,820,5740,4/14/2025,EMP-039,Open,South,False,sink,0.95
ORD-0138,chair,022690822-4,6,840,5040,2/3/2025,EMP-028,Closed,East,False,chair,1.0
ORD-0007,des,,18,280,5040,6/26/2025,EMP-023,Cancelled,South,True,N,0.11
ORD-0738,pillows,234111883-6,8,700,5600,8/9/2025,EMP-034,Closed,North,False,pillows,1.0
ORD-0446,grater,095046965-3,7,960,6720,4/5/2025,EMP-030,Open,North,False,grater,0.99
ORD-0014,ecozy smart nugget ice maker,,20,550,11000,4/24/2025,EMP-021,Open,West,True,N,0.41
ORD-0247,wall art,461301507-3,11,980,10780,3/4/2025,EMP-029,Cancelled,West,False,wall art,0.69
ORD-0210,organizer,914279681-4,1,700,700,2/22/2025,EMP-019,Closed,South,False,organizer,0.82
ORD-0017,vase,437467670-8,13,690,8970,7/27/2025,EMP-024,Open,East,False,vase,0.98
ORD-0681,first aid kit,119998156-7,1,840,840,5/6/2025,EMP-031,Closed,South,False,first aid kit,0.62
ORD-0318,scale,051073236-4,4,1000,4000,2/3/2025,EMP-028,Closed,East,False,scale,1.0
ORD-0023,dustpan,643930835-1,12,640,7680,4/24/2025,EMP-021,Open,West,False,N,0.11
ORD-0206,pillows,234111883-6,3,700,2100,7/27/2025,EMP-024,Open,East,False,pillows,1.0
ORD-0699,table,467050186-0,11,760,8360,5/15/2025,EMP-040,Closed,East,False,table,0.82
ORD-0420,rug,462338743-7,7,680,4760,5/25/2025,EMP-022,Closed,North,False,rug,1.0
ORD-0455,book,568190630-2,4,580,2320,4/5/2025,EMP-030,Open,North,False,N,0.21
ORD-0076,extension cord,213627902-5,16,840,13440,3/4/2025,EMP-029,Cancelled,West,False,extension cord,0.73
ORD-0479,wall art,461301507-3,4,980,3920,1/11/2025,EMP-036,Open,East,False,wall art,0.69
ORD-0948,calendar,165706419-0,15,940,14100,2/12/2025,EMP-037,Closed,West,False,N,0.4
ORD-0739,magnets,122387572-5,7,990,6930,9/10/2025,EMP-035,Cancelled,South,False,magnets,0.99
ORD-0622,cutting board,288099785-2,8,990,7920,9/1/2025,EMP-026,Cancelled,North,False,cutting board,0.98
ORD-0189,table,467050186-0,20,760,15200,8/9/2025,EMP-034,Closed,North,False,table,0.82
ORD-0121,knife,642491412-9,12,940,11280,3/23/2025,EMP-020,Cancelled,East,False,knife,1.0
ORD-0514,toothbrush holder,187586370-2,13,970,12610,9/1/2025,EMP-026,Cancelled,North,False,toothbrush holder,0.81
ORD-0069,tv remote,851653117-1,7,880,6160,5/6/2025,EMP-031,Closed,South,False,tv remote,0.68
ORD-0638,fabric softener,591246349-4,3,940,2820,7/8/2025,EMP-033,Open,West,False,fabric softener,0.67
ORD-0307,calendar,165706419-0,11,940,10340,9/1/2025,EMP-026,Cancelled,North,False,N,0.4
ORD-0298,table,467050186-0,12,760,9120,9/10/2025,EMP-035,Cancelled,South,False,table,0.82
ORD-0426,hairdryer,444723983-3,2,780,1560,2/3/2025,EMP-028,Closed,East,False,N,0.11
ORD-0519,grater,095046965-3,13,960,12480,5/6/2025,EMP-031,Closed,South,False,grater,0.99
ORD-0406,smoke detector,559164151-2,20,790,15800,9/1/2025,EMP-026,Cancelled,North,False,smoke detector,0.94
ORD-0689,table,467050186-0,7,760,5320,4/14/2025,EMP-039,Open,South,False,table,0.82
ORD-0115,extension cord,213627902-5,1,840,840,6/26/2025,EMP-023,Cancelled,South,False,extension cord,0.73
ORD-0001,peeler,178457739-1,11,790,8690,9/20/2025,EMP-017,Cancelled,West,False,peeler,0.99
ORD-0554,curtains,025355772-0,2,760,1520,4/5/2025,EMP-030,Open,North,False,N,0.58
ORD-0071,luggage,031900911-4,8,520,4160,7/27/2025,EMP-024,Open,East,False,N,0.36
ORD-0776,lamp,663027687-6,9,600,5400,1/11/2025,EMP-036,Open,East,False,lamp,0.99
ORD-0787,headphones,173105724-5,20,910,18200,3/13/2025,EMP-038,Cancelled,North,False,headphones,0.9
ORD-0779,gloves,586130269-3,6,670,4020,4/14/2025,EMP-039,Open,South,False,gloves,0.68
ORD-0565,pans,,9,860,7740,6/7/2025,EMP-032,Cancelled,East,True,pans,0.99
ORD-0215,rolling pin,,3,930,2790,7/27/2025,EMP-024,Open,East,True,rolling pin,0.75
ORD-0321,ladle,094494303-9,1,700,700,5/25/2025,EMP-022,Closed,North,False,ladle,0.84
ORD-0587,calendar,165706419-0,1,940,940,1/11/2025,EMP-036,Open,East,False,N,0.4
ORD-0121,iron,220340584-8,15,570,8550,3/23/2025,EMP-020,Cancelled,East,False,iron,0.98
ORD-0704,computer,916593960-3,11,1000,11000,1/2/2025,EMP-027,Open,South,False,computer,0.84
ORD-0764,dustpan,643930835-1,4,640,2560,7/8/2025,EMP-033,Open,West,False,N,0.11
ORD-0049,wi-fi router,993525470-4,8,850,6800,3/4/2025,EMP-029,Cancelled,West,False,wi-fi router,1.0
ORD-0639,whisk,980036639-3,19,760,14440,8/9/2025,EMP-034,Closed,North,False,whisk,0.97
ORD-0229,hard drive,305257897-9,19,960,18240,3/4/2025,EMP-029,Cancelled,West,False,hard drive,0.99
ORD-0604,oster duraceramic air fryer,,20,160,3200,9/1/2025,EMP-026,Cancelled,North,True,N,0.35
ORD-0971,peeler,178457739-1,12,790,9480,7/8/2025,EMP-033,Open,West,False,peeler,0.99
ORD-0192,oster duraceyamic airr fryer,,12,980,11760,2/3/2025,EMP-028,Closed,East,True,N,0.11
ORD-0565,paper,622062581-1,9,670,6030,6/7/2025,EMP-032,Cancelled,East,False,paper,0.97
ORD-0472,teleevisin,,8,940,7520,3/4/2025,EMP-029,Cancelled,West,True,N,0.11
ORD-0022,paper,622062581-1,1,670,670,3/23/2025,EMP-020,Cancelled,East,False,paper,0.97
ORD-0279,magnets,122387572-5,5,990,4950,8/9/2025,EMP-034,Closed,North,False,magnets,0.99
ORD-0204,book,568190630-2,14,580,8120,5/25/2025,EMP-022,Closed,North,False,N,0.21
ORD-0849,dresser,389067558-1,3,870,2610,2/12/2025,EMP-037,Closed,West,False,N,0.28
ORD-0266,ladle,094494303-9,14,700,9800,4/5/2025,EMP-030,Open,North,False,ladle,0.84
ORD-0367,headphones,173105724-5,11,910,10010,6/7/2025,EMP-032,Cancelled,East,False,headphones,0.9
ORD-0416,trash bin,599313830-0,2,830,1660,1/2/2025,EMP-027,Open,South,False,trash bin,0.77
ORD-0657,bed,924658502-X,10,530,5300,8/9/2025,EMP-034,Closed,North,False,bed,0.99
ORD-0204,soap holder,626212238-9,20,850,17000,5/25/2025,EMP-022,Closed,North,False,soap holder,0.82
ORD-0709,fabric softener,591246349-4,7,940,6580,6/7/2025,EMP-032,Cancelled,East,False,fabric softener,0.67
ORD-0713,salt & pepper shakers,609097674-1,9,770,6930,1/2/2025,EMP-027,Open,South,False,salt & pepper shakers,0.9
ORD-0029,microwave,340193091-5,20,820,16400,1/2/2025,EMP-027,Open,South,False,microwave,0.96
ORD-0081,rug,462338743-7,17,680,11560,8/28/2025,EMP-025,Closed,West,False,rug,1.0
ORD-0885,ceiling fan,294891984-3,12,890,10680,2/12/2025,EMP-037,Closed,West,False,ceiling fan,0.95
ORD-0786,refrigerator,282374831-8,16,580,9280,2/12/2025,EMP-037,Closed,West,False,N,0.11
ORD-0580,grater,095046965-3,8,960,7680,3/4/2025,EMP-029,Cancelled,West,False,grater,0.99
ORD-0212,sponges,510683927-0,13,530,6890,4/24/2025,EMP-021,Open,West,False,N,0.11
ORD-0208,basket,626934340-2,14,580,8120,9/1/2025,EMP-026,Cancelled,North,False,basket,0.81
ORD-0522,vacuum cleaner,099608866-0,16,660,10560,8/28/2025,EMP-025,Closed,West,False,cleaner,0.64
ORD-0890,basket,626934340-2,8,580,4640,7/8/2025,EMP-033,Open,West,False,basket,0.81
ORD-0417,tongs,734549797-6,5,690,3450,2/3/2025,EMP-028,Closed,East,False,tongs,0.99
ORD-0744,garlic press,900394976-X,3,870,2610,5/6/2025,EMP-031,Closed,South,False,N,0.25
ORD-0092,shampoo and conditioner,064144339-0,19,840,15960,1/2/2025,EMP-027,Open,South,False,shampoo and conditioner,0.64
ORD-0041,salt & pepper shakers,609097674-1,7,770,5390,4/24/2025,EMP-021,Open,West,False,salt & pepper shakers,0.9
ORD-0574,chair,022690822-4,13,840,10920,6/7/2025,EMP-032,Cancelled,East,False,chair,1.0
ORD-0814,sewing kit,745110210-6,4,980,3920,3/4/2025,EMP-029,Cancelled,West,False,sewing kit,0.67
ORD-0052,ladle,094494303-9,15,700,10500,6/26/2025,EMP-023,Cancelled,South,False,ladle,0.84
ORD-0309,smoke detector,559164151-2,8,790,6320,2/3/2025,EMP-028,Closed,East,False,smoke detector,0.94
ORD-0664,rug,462338743-7,17,680,11560,6/7/2025,EMP-032,Cancelled,East,False,rug,1.0
ORD-0912,organizer,914279681-4,3,700,2100,2/3/2025,EMP-028,Closed,East,False,organizer,0.82
ORD-0758,rug,,11,430,4730,1/11/2025,EMP-036,Open,East,True,rug,1.0
ORD-0258,dish soap dispenser,184484650-4,2,880,1760,5/6/2025,EMP-031,Closed,South,False,soap holder,0.72
ORD-0897,pillows,234111883-6,9,700,6300,5/15/2025,EMP-040,Closed,East,False,pillows,1.0
ORD-0996,theimostat,,18,860,15480,5/15/2025,EMP-040,Closed,East,True,N,0.11
ORD-0544,toothbrush holder,187586370-2,19,970,18430,3/4/2025,EMP-029,Cancelled,West,False,toothbrush holder,0.81
ORD-0974,egg separator,651863187-2,7,900,6300,1/11/2025,EMP-036,Open,East,False,egg separator,0.81
ORD-0183,meat tenderizer,854302527-3,10,560,5600,2/3/2025,EMP-028,Closed,East,False,meat tenderizer,0.74
ORD-0330,toothpaste,620816128-2,10,610,6100,5/25/2025,EMP-022,Closed,North,False,toothpaste,0.97
ORD-0634,rug,462338743-7,17,680,11560,3/4/2025,EMP-029,Cancelled,West,False,rug,1.0
ORD-0933,can opener,974835936-0,10,710,7100,5/6/2025,EMP-031,Closed,South,False,can opener,0.91
ORD-0691,knife,642491412-9,20,940,18800,6/7/2025,EMP-032,Cancelled,East,False,knife,1.0
ORD-0407,table,467050186-0,11,760,8360,1/2/2025,EMP-027,Open,South,False,table,0.82
ORD-0682,wall art,461301507-3,15,980,14700,6/7/2025,EMP-032,Cancelled,East,False,wall art,0.69
ORD-0781,bathrobe,538526465-2,15,800,12000,6/7/2025,EMP-032,Cancelled,East,False,N,0.11
ORD-0816,wi-fi router,993525470-4,17,850,14450,5/6/2025,EMP-031,Closed,South,False,wi-fi router,1.0
ORD-0954,tv remote,851653117-1,7,880,6160,8/9/2025,EMP-034,Closed,North,False,tv remote,0.68
ORD-0728,bed,924658502-X,18,530,9540,7/8/2025,EMP-033,Open,West,False,bed,0.99
ORD-0094,headphones,173105724-5,8,910,7280,3/4/2025,EMP-029,Cancelled,West,False,headphones,0.9
ORD-0101,pans,483919353-3,14,620,8680,1/21/2025,EMP-018,Open,North,False,pans,0.99
ORD-0078,iron,220340584-8,18,570,10260,5/6/2025,EMP-031,Closed,South,False,iron,0.98
ORD-0980,dish soap vdizspenser,,4,430,1720,7/8/2025,EMP-033,Open,West,True,soap holder,0.86
ORD-0692,peeler,178457739-1,2,790,1580,7/8/2025,EMP-033,Open,West,False,peeler,0.99
ORD-0415,chair,022690822-4,14,840,11760,9/1/2025,EMP-026,Cancelled,North,False,chair,1.0
ORD-0401,extension cord,213627902-5,4,840,3360,4/24/2025,EMP-021,Open,West,False,extension cord,0.73
ORD-0196,potato masher,248590984-9,16,930,14880,6/7/2025,EMP-032,Cancelled,East,False,potato masher,0.86
ORD-0545,slippers,389703846-3,18,620,11160,4/5/2025,EMP-030,Open,North,False,slippers,0.99
ORD-0765,mop and bucket,376004237-6,11,970,10670,8/9/2025,EMP-034,Closed,North,False,mop and bucket,0.97
ORD-0919,paper,622062581-1,5,670,3350,9/10/2025,EMP-035,Cancelled,South,False,paper,0.97
ORD-0839,microwave,340193091-5,15,820,12300,1/11/2025,EMP-036,Open,East,False,microwave,0.96
ORD-0942,slippers,389703846-3,6,620,3720,5/6/2025,EMP-031,Closed,South,False,slippers,0.99
ORD-0840,shower,225448060-X,14,520,7280,2/3/2025,EMP-028,Closed,East,False,shower,0.86
ORD-0529,tv remote,851653117-1,3,880,2640,6/7/2025,EMP-032,Cancelled,East,False,tv remote,0.68
ORD-0528,television,544603778-2,2,770,1540,5/6/2025,EMP-031,Closed,South,False,N,0.24
ORD-0442,oster duraceramic air fryer,,13,440,5720,9/1/2025,EMP-026,Cancelled,North,True,N,0.35
ORD-0414,book,568190630-2,15,580,8700,8/28/2025,EMP-025,Closed,West,False,N,0.21
ORD-0104,bathrobe,538526465-2,7,800,5600,4/24/2025,EMP-021,Open,West,False,N,0.11
ORD-0416,pots,117314282-7,5,570,2850,1/2/2025,EMP-027,Open,South,False,pots,0.97
ORD-0308,fire extinguisher,532330577-0,11,990,10890,1/2/2025,EMP-027,Open,South,False,fire extinguisher,0.87
ORD-0865,pillows,234111883-6,7,700,4900,9/10/2025,EMP-035,Cancelled,South,False,pillows,1.0
ORD-0407,luggage,031900911-4,9,520,4680,1/2/2025,EMP-027,Open,South,False,N,0.36
ORD-0685,ice tray,137224100-0,4,870,3480,9/10/2025,EMP-035,Cancelled,South,False,ice tray,0.81
ORD-0944,vacuum cleaner,099608866-0,10,660,6600,7/8/2025,EMP-033,Open,West,False,cleaner,0.64
ORD-0961,tongs,734549797-6,9,690,6210,6/7/2025,EMP-032,Cancelled,East,False,tongs,0.99
ORD-0767,slippers,389703846-3,17,620,10540,1/11/2025,EMP-036,Open,East,False,slippers,0.99
ORD-0409,bed,,4,470,1880,3/4/2025,EMP-029,Cancelled,West,True,bed,0.99
ORD-0732,lamp,663027687-6,3,600,1800,2/3/2025,EMP-028,Closed,East,False,lamp,0.99
ORD-0210,aerogarden bounty elite,,16,680,10880,2/22/2025,EMP-019,Closed,South,True,N,0.11
ORD-0243,wipes,883506337-X,7,840,5880,8/28/2025,EMP-025,Closed,West,False,wipes,0.92
ORD-0055,plants,,19,320,6080,9/1/2025,EMP-026,Cancelled,North,True,plants,0.9
ORD-0721,brush,964499575-9,15,800,12000,9/1/2025,EMP-026,Cancelled,North,False,brush,0.93
ORD-0231,garlic press,900394976-X,17,870,14790,5/25/2025,EMP-022,Closed,North,False,N,0.25
ORD-0314,scoop,241285508-0,8,530,4240,7/27/2025,EMP-024,Open,East,False,scoop,0.77
ORD-0411,meat tenderizer,854302527-3,12,560,6720,5/25/2025,EMP-022,Closed,North,False,meat tenderizer,0.74
ORD-0696,kettle,709740462-0,11,820,9020,2/12/2025,EMP-037,Closed,West,False,kettle,0.97
ORD-0516,wall hooks,892341584-7,8,510,4080,2/3/2025,EMP-028,Closed,East,False,wall hooks,0.92
ORD-0617,ceiling fan,294891984-3,11,890,9790,4/5/2025,EMP-030,Open,North,False,ceiling fan,0.95
ORD-0171,paper,622062581-1,9,670,6030,8/28/2025,EMP-025,Closed,West,False,paper,0.97
ORD-0754,ice tray,137224100-0,9,870,7830,6/7/2025,EMP-032,Cancelled,East,False,ice tray,0.81
ORD-0578,ptos,,9,440,3960,1/11/2025,EMP-036,Open,East,True,N,0.11
ORD-0965,television,544603778-2,13,770,10010,1/11/2025,EMP-036,Open,East,False,N,0.24
ORD-0448,toothbrush holder,187586370-2,14,970,13580,6/7/2025,EMP-032,Cancelled,East,False,toothbrush holder,0.81
ORD-0272,tongs,,1,440,440,1/2/2025,EMP-027,Open,South,True,tongs,0.99
ORD-0119,ice tray,137224100-0,5,870,4350,1/2/2025,EMP-027,Open,South,False,ice tray,0.81
ORD-0126,wall hooks,892341584-7,3,510,1530,8/28/2025,EMP-025,Closed,West,False,wall hooks,0.92
ORD-0054,pillows,234111883-6,8,700,5600,8/28/2025,EMP-025,Closed,West,False,pillows,1.0
ORD-0119,extension cord,213627902-5,18,840,15120,1/2/2025,EMP-027,Open,South,False,extension cord,0.73
ORD-0865,vase,437467670-8,17,690,11730,9/10/2025,EMP-035,Cancelled,South,False,vase,0.98
ORD-0905,vase,437467670-8,12,690,8280,4/5/2025,EMP-030,Open,North,False,vase,0.98
ORD-0622,organizer,914279681-4,12,700,8400,9/1/2025,EMP-026,Cancelled,North,False,organizer,0.82
ORD-0933,pillows,234111883-6,3,700,2100,5/6/2025,EMP-031,Closed,South,False,pillows,1.0
ORD-0944,dusbpan,,1,260,260,7/8/2025,EMP-033,Open,West,True,N,0.11
ORD-0434,ice tray,137224100-0,17,870,14790,1/2/2025,EMP-027,Open,South,False,ice tray,0.81
ORD-0111,post-it notes,999861710-3,4,890,3560,2/22/2025,EMP-019,Closed,South,False,post-it notes,0.97
ORD-0110,toothpaste,620816128-2,20,610,12200,1/21/2025,EMP-018,Open,North,False,toothpaste,0.97
ORD-0166,smoke detector,559164151-2,14,790,11060,3/4/2025,EMP-029,Cancelled,West,False,smoke detector,0.94
ORD-0194,trash bin,599313830-0,15,830,12450,4/5/2025,EMP-030,Open,North,False,trash bin,0.77
ORD-0789,potato masher,248590984-9,14,930,13020,5/15/2025,EMP-040,Closed,East,False,potato masher,0.86
ORD-0126,can opener,974835936-0,15,710,10650,8/28/2025,EMP-025,Closed,West,False,can opener,0.91
ORD-0169,wipes,883506337-X,20,840,16800,6/7/2025,EMP-032,Cancelled,East,False,wipes,0.92
ORD-0340,shampoland conditioner,,8,500,4000,6/26/2025,EMP-023,Cancelled,South,True,N,0.27
ORD-0991,dresser,389067558-1,15,870,13050,9/10/2025,EMP-035,Cancelled,South,False,N,0.28
ORD-0421,can opener,974835936-0,18,710,12780,6/26/2025,EMP-023,Cancelled,South,False,can opener,0.91
ORD-0511,hard drive,305257897-9,13,960,12480,6/26/2025,EMP-023,Cancelled,South,False,hard drive,0.99
ORD-0329,scale,051073236-4,6,1000,6000,4/5/2025,EMP-030,Open,North,False,scale,1.0
ORD-0438,oven,033826904-5,12,640,7680,5/6/2025,EMP-031,Closed,South,False,oven,0.75
ORD-0254,computer,916593960-3,15,1000,15000,1/2/2025,EMP-027,Open,South,False,computer,0.84
ORD-0002,shampoo and conditioner,064144339-0,13,840,10920,1/21/2025,EMP-018,Open,North,False,shampoo and conditioner,0.64
ORD-0316,plants,239296311-8,12,690,8280,9/1/2025,EMP-026,Cancelled,North,False,plants,0.9
ORD-0752,paperweight,679193403-4,11,790,8690,4/5/2025,EMP-030,Open,North,False,N,0.29
ORD-0684,slippers,389703846-3,6,620,3720,8/9/2025,EMP-034,Closed,North,False,slippers,0.99
ORD-0456,kettle,709740462-0,11,820,9020,5/6/2025,EMP-031,Closed,South,False,kettle,0.97
ORD-0688,mitts,404975558-0,3,810,2430,3/13/2025,EMP-038,Cancelled,North,False,mitts,0.84
ORD-0186,wipes,883506337-X,7,840,5880,5/6/2025,EMP-031,Closed,South,False,wipes,0.92
ORD-0596,clock,168566935-2,19,650,12350,1/11/2025,EMP-036,Open,East,False,clock,1.0
ORD-0617,lamp,663027687-6,9,600,5400,4/5/2025,EMP-030,Open,North,False,lamp,0.99
ORD-0818,garlic press,900394976-X,4,870,3480,7/8/2025,EMP-033,Open,West,False,N,0.25
ORD-0334,pillows,234111883-6,12,700,8400,9/1/2025,EMP-026,Cancelled,North,False,pillows,1.0
ORD-0949,extension cord,213627902-5,20,840,16800,3/13/2025,EMP-038,Cancelled,North,False,extension cord,0.73
ORD-0718,ladle,094494303-9,9,700,6300,6/7/2025,EMP-032,Cancelled,East,False,ladle,0.84
ORD-0301,pillows,234111883-6,5,700,3500,3/23/2025,EMP-020,Cancelled,East,False,pillows,1.0
ORD-0499,towel,128737223-6,19,590,11210,3/13/2025,EMP-038,Cancelled,North,False,towel,0.71
ORD-0920,document shredder,670801635-4,15,710,10650,1/2/2025,EMP-027,Open,South,False,document shredder,0.82
ORD-0577,blendtec designer series blender,,6,380,2280,9/10/2025,EMP-035,Cancelled,South,True,blender,0.81
ORD-0274,chair,022690822-4,9,840,7560,3/4/2025,EMP-029,Cancelled,West,False,chair,1.0
ORD-0497,mitts,404975558-0,18,810,14580,1/11/2025,EMP-036,Open,East,False,mitts,0.84
ORD-0484,sewing kit,745110210-6,17,980,16660,6/7/2025,EMP-032,Cancelled,East,False,sewing kit,0.67
ORD-0520,seg retro style elecric kettle,,5,540,2700,6/26/2025,EMP-023,Cancelled,South,True,kettle,0.96
ORD-0435,computer,916593960-3,20,1000,20000,2/3/2025,EMP-028,Closed,East,False,computer,0.84
ORD-0080,extension cord,213627902-5,16,840,13440,7/27/2025,EMP-024,Open,East,False,extension cord,0.73
ORD-0694,garlic press,900394976-X,6,870,5220,9/10/2025,EMP-035,Cancelled,South,False,N,0.25
ORD-0912,basket,626934340-2,4,580,2320,2/3/2025,EMP-028,Closed,East,False,basket,0.81
ORD-0784,towel,128737223-6,12,590,7080,9/10/2025,EMP-035,Cancelled,South,False,towel,0.71
ORD-0862,scoop,241285508-0,19,530,10070,6/7/2025,EMP-032,Cancelled,East,False,scoop,0.77
ORD-0763,cleaner,725090208-3,12,900,10800,6/7/2025,EMP-032,Cancelled,East,False,cleaner,0.93
ORD-0632,wall hooks,892341584-7,4,510,2040,1/2/2025,EMP-027,Open,South,False,wall hooks,0.92
ORD-0714,computer,916593960-3,8,1000,8000,2/3/2025,EMP-028,Closed,East,False,computer,0.84
ORD-0229,bathrobe,538526465-2,19,800,15200,3/4/2025,EMP-029,Cancelled,West,False,N,0.11
ORD-0636,iron,220340584-8,20,570,11400,5/6/2025,EMP-031,Closed,South,False,iron,0.98
ORD-0914,meat tenderizer,854302527-3,4,560,2240,4/5/2025,EMP-030,Open,North,False,meat tenderizer,0.74
ORD-0668,rolling pin,618866491-8,20,680,13600,1/11/2025,EMP-036,Open,East,False,rolling pin,0.75
ORD-0633,printer,657655002-2,4,720,2880,2/3/2025,EMP-028,Closed,East,False,printer,0.98
ORD-0389,scoop,241285508-0,13,530,6890,1/11/2025,EMP-036,Open,East,False,scoop,0.77
ORD-0207,hard drive,305257897-9,6,960,5760,8/28/2025,EMP-025,Closed,West,False,hard drive,0.99
ORD-0246,grater,095046965-3,4,960,3840,2/3/2025,EMP-028,Closed,East,False,grater,0.99
ORD-0377,mirror,595523540-X,15,530,7950,7/8/2025,EMP-033,Open,West,False,mirror,0.96
